title,abbr,key,category,parent,parent_key,description,url,jurisdiction,jurisdiction_code,source,source_url,address,contact,email,tags,created_at,updated_at
Comune di Limena,,it/c_e592,,,,,http://www.comune.limena.pd.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e592,Via Roma  44 - 35010 Limena (PD) Italy,,,,2013-05-04,2013-05-04
Comune di Limido Comasco,,it/c_e593,,,,,http://www.comune.limidocomasco.co.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e593,Via Roma  13 - 22070 Limido Comasco (CO) Italy,,info@pec.comune.limidocomasco.co.it,,2013-05-04,2013-05-04
Comune di Limina,,it/c_e594x,,,,,http://www.comune.limina.me.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e594x,Piazza XXV Aprile - 98030 Limina (ME) Italy,,segreteria.elettorale@pec.comune.limina.me.it,,2013-05-04,2013-05-04
Comune di Limone sul Garda,,it/c_e596,,,,,http://www.comune.limonesulgarda.bs.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e596,Via IV Novembre  25 - 25010 Limone sul Garda (BS) Italy,,protocollo@pec.comune.limonesulgarda.bs.it,,2013-05-04,2013-05-04
Comune di Limone Piemonte,,it/C_E597,,,,,http://www.limonepiemonte.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=C_E597,Via Roma 32 - 12015 Limone Piemonte (CN) Italy,,comune.limonepiemonte.cn@legalmail.it,,2013-05-04,2013-05-04
Comune di Limosano,,it/c_e599,,,,,http://www.comune.limosano.cb.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e599,Piazza Vittorio Emanuele  1 - 86022 Limosano (CB) Italy,,comunelimosano.cb@postecert.it,,2013-05-04,2013-05-04
Comune di Linarolo,,it/c_e600,,,,,http://www.comune.linarolo.pv.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e600,Piazza Dante 4 - 27010 Linarolo (PV) Italy,,comune.linarolo@pec.regione.lombardia.it,,2013-05-04,2013-05-04
Comune di Linguaglossa,,it/c_e602,,,,,http://www.comune.linguaglossa.ct-egov.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e602,Piazza Municipio  23 - 95015 Linguaglossa (CT) Italy,,info@comune.linguaglossa.ct.it,,2013-05-04,2013-05-04
Comune di Lioni,,it/c_e605,,,,,http://www.comune.lioni.av.it/home/,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e605,P.zza Vittorio Emanuele III  n. 2 - 83047 Lioni (AV) Italy,,protocollo.lioni@cert.irpinianet.eu,,2013-05-04,2013-05-04
Comune di Lipari,,it/c_e606,,,,,http://www.comunelipari.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e606,Piazza Mazzini 1 - 98055 Lipari (ME) Italy,,info@pec.comunelipari.it,,2013-05-04,2013-05-04
Comune di Lipomo,,it/c_e607,,,,,http://www.comune.lipomo.co.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e607,Via Cantaluppi 294 - 22030 Lipomo (CO) Italy,,comune.lipomo@pec.provincia.como.it,,2013-05-04,2013-05-04
Comune di Liscate,,it/c_e610,,,,,http://www.comune.liscate.mi.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e610,Largo Europa  2 - 20060 Liscate (MI) Italy,,comune.liscate@pec.regione.lombardia.it,,2013-05-04,2013-05-04
Comune di Liscia,,it/c_e611,,,,,,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e611,v. Giuseppe Garibaldi  8 - 66050 LISCIA (CH) Italy,,comunediliscia@libero.it,,2013-05-04,2013-05-04
Comune di Lisciano Niccone,,it/c_e613,,,,,http://www.lisciano.org,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e613,Piazza Della Repubblica  3 - 06060 Lisciano Niccone (PG) Italy,,comune.liscianoniccone@postacert.umbria.it,,2013-05-04,2013-05-04
Comune di Lisignago,,it/c_e614,,,,,http://www.comunelisignago.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e614,Via Strada Vecchia  142 - 38030 Lisignago (TN) Italy,,comune@pec.comune.lisignago.tn.it,,2013-05-04,2013-05-04
Comune di Lisio,,it/c_e615,,,,,http://www.comune.lisio.cn.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e615,Via Aldo Bracco  7 - 12070 Lisio (CN) Italy,,lisio@cert.ruparpiemonte.it,,2013-05-04,2013-05-04
Comune di Lissone,,it/c_e617,,,,,http://www.comune.lissone.mb.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e617,Via Gramsci  21 - 20035 Lissone (MB) Italy,,pec@comunedilissone.it,,2013-05-04,2013-05-04
Comune di Milena,,it/c_e618,,,,,http://www.comune.milena.cl.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e618,Via Rimembranza  24 - 93010 Milena (CL) Italy,,comune.milena@pec.halleyconsulting.it,,2013-05-04,2013-05-04
Comune di Liveri,,it/c_e620,,,,,http://www.comune.liveri.na.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e620,P.zza Municipio - 80030 Liveri (NA) Italy,,sindaco@pec.comune.liveri.na.it,,2013-05-04,2013-05-04
Comune di Livigno,,it/c_e621,,,,,http://www.comune.livigno.so.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e621,Via Plaza Dal Comun  93 - 23030 Livigno (SO) Italy,,egov.livigno@cert.poliscomuneamico.net,,2013-05-04,2013-05-04
Comune di Livinallongo del Col di Lana,,it/c_e622,,,,,http://www.comune.livinallongo.bl.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e622,Via Pieve  41 - 32020 Livinallongo del Col di Lana (BL) Italy,,sindaco.comune.livinallongo.bl@pecveneto.it,,2013-05-04,2013-05-04
Comune di Livo (CO),,it/c_e623,,,,,http://www.comune.livo.co.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e623,Via Mazzini - 22010 Livo (CO) Italy,,info@comune.livo.co.it,,2013-05-04,2013-05-04
Comune di Livo TN,,it/c_e624,,,,,http://www.comunelivo.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e624,Via G Marconi  54 - 38020 Livo (TN) Italy,,comune@pec.comune.livo.tn.it,,2013-05-04,2013-05-04
Comune di Livorno,,it/c_e625,,,,,http://www.comune.livorno.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e625,Piazza Del Municipio  1 - 57123 Livorno (LI) Italy,,comune.livorno@postacert.toscana.it,,2013-05-04,2013-05-04
Comune di Livorno Ferraris,,it/c_e626,,,,,http://www.comune.livornoferraris.vc.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e626,Via Martiri Della Liberta' 100 - 13046 Livorno Ferraris (VC) Italy,,livorno.ferraris@reteunitaria.piemonte.it,,2013-05-04,2013-05-04
Comune di Livraga,,it/c_e627,,,,,http://www.comune.livraga.lo.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e627,Via Dante 30 - 26814 Livraga (LO) Italy,,comune.livraga@pec.it,,2013-05-04,2013-05-04
Comune di Lizzanello,,it/c_e629,,,,,http://www.comune.lizzanello.le.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e629,piazza San Lorenzo  48 - 73023 Lizzanello (LE) Italy,,ufficio.ragioneria.lizzanello@pec.rupar.puglia.it,,2013-05-04,2013-05-04
Comune di Lizzano,,it/c_e630,,,,,http://www.comunelizzano.ta.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e630,Corso Vittorio Emanuele  56 - 74020 Lizzano (TA) Italy,,lizzano.ragioneria@postecert.it,,2013-05-04,2013-05-04
Comune di Loano,,it/c_e632,,,,,http://www.comuneloano.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e632,Piazza Italia  2 - 17025 Loano (SV) Italy,,loano@peccomuneloano.it,,2013-05-04,2013-05-04
Comune di Loazzolo,,it/c_e633,,,,,http://www.comune.loazzolo.at.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e633,Via Umberto I  1 - 14051 Loazzolo (AT) Italy,,loazzolo@cert.ruparpiemonte.it,,2013-05-04,2013-05-04
Comune di Locana,,it/c_e635,,,,,http://www.comune.locana.to.it/,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e635,Via Roma  5 - 10080 Locana (TO) Italy,,locana@actaliscertymail.it,,2013-05-04,2013-05-04
Comune di Locate Varesino,,it/c_e638,,,,,http://www.comune.locatevaresino.co.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e638,Via Giuseppe Parini  1 - 22070 Locate Varesino (CO) Italy,,locatevaresino@actaliscertymail.it,,2013-05-04,2013-05-04
Comune di Locate di Triulzi,,it/c_e639,,,,,http://www.comune.locateditriulzi.mi.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e639,Via Roma  9 - 20085 Locate di Triulzi (MI) Italy,,comune@pec.comune.locateditriulzi.mi.it,,2013-05-04,2013-05-04
Comune di Locatello,,it/c_e640,,,,,,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e640,Piazza Liberta'  4 - 24030 Locatello (BG) Italy,,ragioneria@comunedilocatello.191.it,,2013-05-04,2013-05-04
Comune di Loceri,,it/c_e644,,,,,http://www.comune.loceri.og.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e644,Via Roma 18 - 08040 Loceri (OG) Italy,,ragioneria@pec.comune.loceri.og.it,,2013-05-04,2013-05-04
Comune di Locorotondo,,it/c_e645,,,,,http://www.comune.locorotondo.ba.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e645,Piazza Aldo Moro  29 - 70010 Locorotondo (BA) Italy,,ced.comune.locorotondo@pec.rupar.puglia.it,,2013-05-04,2013-05-04
Comune di Lode,,it/c_e647,,,,,http://www.comune.lode.nu.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e647,Corso Villanova N. 8 - 08020 Lode' (NU) Italy,,protocollo@pec.comune.lode.nu.it,,2013-05-04,2013-05-04
Comune di Lodi,,it/c_e648,,,,,http://www.comune.lodi.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e648,Piazza Broletto 1 - 26900 Lodi (LO) Italy,,comunedilodi@legalmail.it,,2013-05-04,2013-05-04
Comune di Lodine,,it/c_e649,,,,,http://http:\www.comunadelodine.eu,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e649,Via Oristano 9 - 08020 Lodine (NU) Italy,,ragioneria.lodine@cert.ollsys.it,,2013-05-04,2013-05-04
Comune di Lodi Vecchio,,it/c_e651,,,,,http://www.comune.lodivecchio.lo.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e651,Piazza Vittorio Emanuele II - 26855 Lodi Vecchio (LO) Italy,,comune.lodivecchio@pec.regione.lombardia.it,,2013-05-04,2013-05-04
Comune di Lodrino,,it/c_e652,,,,,http://www.comune.lodrino.bs.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e652,Via Roma 90 - 25060 Lodrino (BS) Italy,,protocollo@pec.comune.lodrino.bs.it,,2013-05-04,2013-05-04
Comune di Lograto,,it/c_e654,,,,,http://www.comune.lograto.bs.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e654,Via Calini 9 - 25030 Lograto (BS) Italy,,info@comune.lograto.bs.it,,2013-05-04,2013-05-04
Comune di Loiano,,it/c_e655,,,,,http://www.loiano.eu,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e655,Via Roma  55 - 40050 Loiano (BO) Italy,,comune.loiano@cert.provincia.bo.it,,2013-05-04,2013-05-04
Comune di Lomagna,,it/c_e656,,,,,http://www.comune.lomagna.lc.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e656,Via Fratelli Kennedy  20 - 23871 Lomagna (LC) Italy,,comune@comune.lomagna.lc.it,,2013-05-04,2013-05-04
Comune di Lomazzo,,it/c_e659,,,,,http://www.comune.lomazzo.co.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e659,Piazza IV Novembre  4 - 22074 Lomazzo (CO) Italy,,comune.lomazzo@pec.provincia.como.it,,2013-05-04,2013-05-04
Comune di Lombardore,,it/c_e660,,,,,http://www.comune.lombardore.to.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e660,Piazza Silvio Lurgo  1 - 10040 Lombardore (TO) Italy,,amministrativo.lombardore@pec.it,,2013-05-04,2013-05-04
Comune di Lombriasco,,it/c_e661,,,,,http://www.comune.lombriasco.to.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e661,Via Cesare Ponte  13 - 10040 Lombriasco (TO) Italy,,protocollo@pec.comune.lombriasco.to.it,,2013-05-04,2013-05-04
Comune di Lomello,,it/c_e662,,,,,http://www.comune.lomello.pv.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e662,Piazza Castello  1 - 27034 Lomello (PV) Italy,,segreteria.comune.lomello@pec.regione.lombardia.it,,2013-05-04,2013-05-04
Comune di Lona-lases,,it/c_e664,,,,,http://www.comune.lonalases.tn.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e664,Via Maseri  2 - 38040 Lona-Lases (TN) Italy,,comunelonalases@pec.it,,2013-05-04,2013-05-04
Comune di Lonate Ceppino,,it/c_e665,,,,,http://www.comunelonateceppino.com,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e665,Piazza Diaz N. 12 - 21050 Lonate Ceppino (VA) Italy,,comune.lonateceppino@pec.regione.lombardia.it,,2013-05-04,2013-05-04
Comune di Lonate Pozzolo,,it/c_e666,,,,,http://www.comune.lonatepozzolo.va.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e666,Via Cavour  20 - 21015 Lonate Pozzolo (VA) Italy,,comune@lonatepozzolo.legalmailpa.it,,2013-05-04,2013-05-04
Comune di Lonato del Garda,,it/c_e667,,,,,http://www.comune.lonato.bs.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e667,Piazza Martiri Della Liberta'  12 - 25017 Lonato del Garda (BS) Italy,,protocollo@pec.comune.lonato.bs.it,,2013-05-04,2013-05-04
Comune di Londa,,it/c_e668,,,,,http://www.comune.londa.fi.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e668,Piazza Umberto I - 50060 Londa (FI) Italy,,londa@postacert.toscana.it,,2013-05-04,2013-05-04
Comune di Longare,,it/c_e671,,,,,http://www.comune.longare.vi.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e671,Via G. Marconi  26 - 36023 Longare (VI) Italy,,longare.vi@cert.ip-veneto.net,,2013-05-04,2013-05-04
Comune di Longarone,,it/c_e672,,,,,,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e672,Via Roma  60 - 32013 Longarone (BL) Italy,,comune.longarone.bl@pecveneto.it,,2013-05-04,2013-05-04
Comune di Longhena,,it/c_e673,,,,,http://www.comune.longhena.bs.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e673,Via Chiesa N  11 - 25030 Longhena (BS) Italy,,protocollo@pec.comune.longhena.bs.it,,2013-05-04,2013-05-04
Comune di Longi,,it/c_e674,,,,,http://www.comunelongi.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e674,Via Roma  2 - 98070 Longi (ME) Italy,,servizidemografici@pec.comunelongi.it,,2013-05-04,2013-05-04
Comune di Longiano,,it/C_E675,,,,,http://www.comune.longiano.fc.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=C_E675,Piazza Tre Martiri  8 - 47020 Longiano (FC) Italy,,comune.longiano@cert.provincia.fc.it,,2013-05-04,2013-05-04
Comune di Longobardi,,it/c_e677,,,,,http://www.comune.longobardi.cs.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e677,Piazza Luigi Miceli - 87030 Longobardi (CS) Italy,,tributi.longobardi@asmepec.it,,2013-05-04,2013-05-04
Comune di Longobucco,THEMESEN,it/c_e678,,,,,http://www.comune.longobucco.cs.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e678,Via Giuseppe Mazzini 68 - 87066 Longobucco (CS) Italy,,segreteria@pec.comunelongobucco.eu,,2013-05-04,2013-05-04
Comune di Longone al Segrino,,it/c_e679,,,,,http://www.comune.longonealsegrino.co.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e679,Via Diaz  27 - 22030 Longone Al Segrino (CO) Italy,,comune.longonealsegrino@pec.como.it,,2013-05-04,2013-05-04
Comune di Porto Azzurro,,it/c_e680,,,,,http://comune.portoazzurro.li.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e680,Banchina Iv Novembre - 57036 Porto Azzurro (LI) Italy,,comuneportoazzurro@pcert.it,,2013-05-04,2013-05-04
Comune di Longone Sabino,,it/c_e681,,,,,http://comune.longonesabino.ri.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e681,Localita' Osteria Mattioni - 02020 Longone Sabino (RI) Italy,,comunelongonesabino@pec.it,,2013-05-04,2013-05-04
Comune di Lonigo,,it/c_e682,,,,,http://www.comune.lonigo.vi.it/,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e682,Via Castelgiuncoli  5 - 36045 Lonigo (VI) Italy,,segreteria.comune.lonigo.vi@pecveneto.it,,2013-05-04,2013-05-04
Comune di Loranze',,it/c_e683,,,,,http://www.comuneloranze.to.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e683,Piazza Della Liberta'  1 - 10010 Loranze' (TO) Italy,,loranze@reteunitaria.piemonte.it,,2013-05-04,2013-05-04
Comune di Loreggia,,it/c_e684,,,,,http://www.comune.loreggia.pd.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e684,Via Roma  6 - 35010 Loreggia (PD) Italy,,comune.loreggia.pd@pecveneto.it,,2013-05-04,2013-05-04
Comune di Loreglia,,it/c_e685,,,,,http://www.comune.loreglia.vb.it/,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e685,Piazza Costantino Cane 1 - 28893 Loreglia (VB) Italy,,comune.loreglia@legalmail.it,,2013-05-04,2013-05-04
Comune di Lorenzago di Cadore,,it/c_e687,,,,,http://www.comune.lorenzagodicadore.bl.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e687,Via Faureana  117 - 32040 Lorenzago di Cadore (BL) Italy,,comune.lorenzagodicadore.bl@pecveneto.it,,2013-05-04,2013-05-04
Comune di Lorenzana,,it/c_e688,,,,,http://www.comune.lorenzana.pi.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e688,Via A.Gramsci 27 - 56043 Lorenzana (PI) Italy,,comune.lorenzana.pi@postacert.toscana.it,,2013-05-04,2013-05-04
Comune di Loreo,,it/c_e689,,,,,http://www.comune.loreo.ro.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e689,Piazza Municipio  4 - 45017 Loreo (RO) Italy,,comune.loreo@anutel.it,,2013-05-04,2013-05-04
Comune di Loreto,,it/c_e690,,,,,http://www.comune.loreto.an.it/,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e690,Corso Boccalini  32 - 60025 Loreto (AN) Italy,,comune.loreto@emarche.it,,2013-05-04,2013-05-04
Comune di Loreto Aprutino,LORETOAP,it/c_e691,,,,,http://comune.loretoaprutino.pe.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e691,Via Dei Mille  N.8 - 65014 Loreto Aprutino (PE) Italy,,comune.loretoaprutino@postecert.it,,2013-05-04,2013-05-04
Comune di Loria,,it/c_e692,,,,,http://www.comunediloria.tv.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e692,Piazza Marconi  1 - 31037 Loria (TV) Italy,,info@comuneloria.legalmail.it,,2013-05-04,2013-05-04
Comune di Loro Ciuffenna,,it/c_e693,,,,,http://www.comune.loro-ciuffenna.ar.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e693,Piazza G. Matteotti  5 - 52024 Loro Ciuffenna (AR) Italy,,comune.loro-ciuffenna@postacert.toscana.it,,2013-05-04,2013-05-04
Comune di Loro Piceno,,it/c_e694,,,,,http://www.loropiceno.sinp.net,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e694,Piazza Giacomo Matteotti  2 - 62020 Loro Piceno (MC) Italy,,comune.loropiceno.mc@legalmail.it,,2013-05-04,2013-05-04
Comune di Losine,,it/c_e698,,,,,http://www.comune.losine.bs.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e698,Via Prudenzini  22 - 25050 Losine (BS) Italy,,comune.losine@pec.it,,2013-05-04,2013-05-04
Comune di Lovere,,it/c_e704,,,,,http://www.comune.lovere.bg.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e704,Via G. Marconi  19 - 24065 Lovere (BG) Italy,,comune.lovere@pec.regione.lombardia.it,,2013-05-04,2013-05-04
Comune di Lovero,,it/c_e705,,,,,http://www.comune.lovero.so.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e705,Via A.Venosta 1/A - 23030 Lovero (SO) Italy,,protocollo.lovero@cert.provincia.so.it,,2013-05-04,2013-05-04
Comune di Lozzo di Cadore,,it/c_e708,,,,,http://www.comune.lozzodicadore.bl.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e708,Via Padre Marino  328 - 32040 Lozzo di Cadore (BL) Italy,,comune.lozzodicadore.bl@pecveneto.it,,2013-05-04,2013-05-04
Comune di Lozzo Atestino,,it/c_e709,,,,,http://www.comune.lozzoatestino.pd.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e709,Piazza Vittorio Emanuele II  1 - 35034 Lozzo Atestino (PD) Italy,,comunelozzo.pd@legalmailpa.it,,2013-05-04,2013-05-04
Comune di Lozzolo,,it/c_e711,,,,,http://www.comune.lozzolo.vc.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e711,Piazza Giovanni Delmastro N. 1 - 13045 Lozzolo (VC) Italy,,municipio@pec.comune.lozzolo.vc.it,,2013-05-04,2013-05-04
Comune di Lu,,it/c_e712,,,,,http://www.comune.lu.al.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e712,Via Giovanni Colli  5 - 15040 Lu (AL) Italy,,protocollo@pec.comune.lu.al.it,,2013-05-04,2013-05-04
Comune di Lubriano,,it/c_e713,,,,,http://www.comune.lubriano.vt.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_e713,Viale Primo Maggio  6 - 01020 Lubriano (VT) Italy,,comunelubriano@legalmail.it,,2013-05-04,2013-05-04
